id,name,version,layout,released_at,cost,inkwell,ink,text,move_cost,strength,willpower,lore,rarity,collector_number,lang,flavor_text,tcgplayer_id
crd_8702d63bf6f64674b5871fa1373a1221,Tick-Tock,Ever-Present Pursuer,normal,2024-05-17,6,True,Amethyst,Evasive (Only characters with Evasive can challenge this character.),,4.0,7.0,1.0,Common,56,en,"""That cursed beast liked the taste of me so well he's followed me ever since . . .""
- Captain Hook",547782.0
crd_3bee770abeec4669a01be3a0e307cf14,Ursula,Mad Sea Witch,normal,2024-05-17,2,True,Amethyst,"Challenger +2 (While challenging, this character gets +2 {S}.)",,1.0,3.0,1.0,Uncommon,57,en,"After her, Flotsam! I can't rule Lorcana without the Hexwell Crown!",550570.0
crd_d7277fc755604989840cc645a4324ba9,Ursula,Sea Witch Queen,normal,2024-05-17,7,True,Amethyst,"Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Ursula.)
NOW I AM THE RULER! Whenever this character quests, exert chosen character.
YOU'LL LISTEN TO ME! Other characters can't exert to sing songs.",,4.0,7.0,3.0,Legendary,58,en,,550529.0
crd_09c5139c68724642b9f7e54f50264473,Yen Sid,Powerful Sorcerer,normal,2024-05-17,2,True,Amethyst,"TIMELY INTERVENTION When you play this character, if you have a character named Magic Broom in play, you may draw a card.
ARCANE STUDY While you have 2 or more Broom characters in play, this character gets +2 {L}.",,1.0,3.0,1.0,Legendary,59,en,,543902.0
crd_44c51a9b55cd433fb569767a78ebf976,Poor Unfortunate Souls,,normal,2024-05-17,2,True,Amethyst,"(A character with cost 2 or more can {E} to sing this song for free.)
Return chosen character, item, or location with cost 2 or less to their player's hand.",,,,,Common,60,en,"In pain, in need",550518.0
crd_2712b680c8c541bc868af5e0e208d295,Second Star to the Right,,normal,2024-05-17,10,False,Amethyst,"Sing Together 10 (Any number of your or your teammates' characters with total cost 10 or more may {E} to sing this song for free.)
Chosen player draws 5 cards.",,,,,Rare,61,en,Lead us to the land we dream of,547846.0
crd_388773c70283456b87414157b1eebd98,Swing into Action,,normal,2024-05-17,1,True,Amethyst,Chosen character gains Rush this turn. (They can challenge the turn they're played.),,,,,Common,62,en,,550571.0
crd_d06befe89918438384a8d38e7acea2bd,Ursula’s Plan,,normal,2024-05-17,3,False,Amethyst,Each opponent chooses and exerts one of their characters. Those characters can't ready at the start of their next turn.,,,,,Uncommon,63,en,"""With both the crown and the trident, together we would be unstoppable!""",550572.0
crd_1f22214638bd46d089a6751e57dfd829,Mystical Rose,,normal,2024-05-17,2,True,Amethyst,"DISPEL THE ENTANGLEMENT Banish this item — Chosen character named Beast gets +2 {L} this turn. If you have a character named Belle in play, move up to 3 damage counters from chosen character to chosen opposing character.",,,,,Rare,64,en,"Ink surrounded Belle's last hope to heal the Beast. With no other choice, she reached out for it...",547683.0
crd_61d6a3538b6e40389baa4516d896cf06,Rose Lantern,,normal,2024-05-17,2,True,Amethyst,"MYSTICAL PETALS {E}, 2 {I} — Move 1 damage counter from chosen character to chosen opposing character.",,,,,Common,65,en,The transformed rose made short work of the Beast's wound. But even the gentlest magic comes at a cost.,550573.0
crd_57067560f7f0499da43dd94731e85552,Triton's Trident,,normal,2024-05-17,2,True,Amethyst,SYMBOL OF POWER Banish this item — Chosen character gets +1 {S} this turn for each card in your hand.,,,,,Uncommon,66,en,"""Just imagine all this power in the wrong hands...""
-Ursula",543911.0
crd_3d71ecca4c6c4ec8ba289a785f237535,Casa Madrigal,Casita,landscape,2024-05-17,1,True,Amethyst,"OUR HOME At the start of your turn, if you have a character here gain 1 lore.",1.0,,6.0,,Common,67,en,,548207.0
crd_70a2a01e064142b0a132d9ce3a86a293,Ursula’s Lair,Eye of the Storm,landscape,2024-05-17,3,False,Amethyst,"SLIPPERY HALLS Whenever a character is banished in a challenge while here, you may return them to your hand.
SEAT OF POWER Characters named Ursula get +1 {L} while here.",2.0,,6.0,1.0,Rare,68,en,,547784.0
crd_38b8a802fe784ee286fd81ddc09ea7ec,Cri-Kee,Lucky Cricket,normal,2024-05-17,5,True,Emerald,"SPREADING GOOD FORTUNE When you play this character, your other characters get +3 {S} this turn.",,3.0,4.0,3.0,Rare,69,en,Everyone feels better just knowing he's around.,547783.0
crd_af531020efc14cb38f4ffeb159eb8eff,Diablo,Devoted Herald,normal,2024-05-17,3,False,Emerald,"Shift: Discard an action card (You may discard an action card to play this on top of one of your characters named Diablo.)
Evasive (Only characters with Evasive can challenge this character.)
CIRCLE FAR AND WIDE During each opponent's turn, whenever they draw a card while this character is exerted, you may draw a card.",,2.0,2.0,1.0,Legendary,70,en,,547765.0
crd_abd789362dc8479c8dc89e89859b6a6a,Diablo,Maleficent's Spy,normal,2024-05-17,1,True,Emerald,"SCOUT AHEAD When you play this character, you may look at each opponent's hand.",,1.0,2.0,1.0,Common,71,en,"""Keep an eye on the sea witch, my pet. Tell me everything.""
– Maleficent",550574.0
crd_96a14bbf788e4a138b05f46f08c0fa47,Gunther,Interior Designer,normal,2024-05-17,4,True,Emerald,"SAD-EYED PUPPY When this character is challenged and banished, each opponent chooses one of their characters and returns that card to their hand.",,3.0,3.0,2.0,Common,72,en,"""I hate to cover this trap door. It really pulls the room together!""",547774.0
crd_773d33f2fd1e4f54b3a47363b31ebce1,Gus,Champion of Cheese,normal,2024-05-17,2,True,Emerald,,,2.0,3.0,1.0,Common,73,en,You can always rely on him when it comes to cheese.,549680.0
crd_56206ef4f9ec4b82afc4a656d41e5ba4,Hades,Double Dealer,normal,2024-05-17,4,True,Emerald,"HERE'S THE TRADE-OFF {E}, Banish one of your other characters — Play a character with the same name as the banished character for free.",,3.0,3.0,1.0,Legendary,74,en,,550575.0
crd_5417eda101854e4e965af0714d41cb8b,HeiHei,Bumbling Rooster,normal,2024-05-17,3,True,Emerald,"FATTEN YOU UP When you play this character, if an opponent has more cards in their inkwell than you, you may put the top card of your deck into your inkwell facedown and exerted.",,2.0,3.0,2.0,Uncommon,75,en,,550576.0
crd_0ac3ee4c2bb043a280fa2e4f7f6505e7,Hera,Queen of the Gods,normal,2024-05-17,3,True,Emerald,"Ward (Opponents can't choose this character except to challenge.)
PROTECTIVE GODDESS Your characters named Zeus gain Ward.
YOU'RE A TRUE HERO Your characters named Hercules gain Evasive. (Only characters with Evasive can challenge them.)",,1.0,3.0,2.0,Rare,76,en,,549668.0
crd_b0d75ae5da0646e797f1563c8811e629,Jaq,Connoisseur of Climbing,normal,2024-05-17,3,True,Emerald,"SNEAKY IDEA When you play this character, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)",,1.0,4.0,2.0,Common,77,en,Teamwork makes the cheese work.,547781.0
crd_762ed07f53ea4ca6a4cf7ae20ed53535,Jasmine,Desert Warrior,normal,2024-05-17,5,False,Emerald,"CUNNING MANEUVER When you play this character and whenever she's challenged, each opponent chooses and discards a card.",,3.0,3.0,2.0,Rare,78,en,,550577.0
crd_bb689737789640e98f540464691035a6,Megara,Captivating Cynic,normal,2024-05-17,3,False,Emerald,"SHADY DEAL When you play this character, choose and discard a card or banish this character.",,3.0,6.0,2.0,Common,79,en,"With love, there's always a catch.",549632.0
crd_6cb1a1b4a1e447b19a2a22c63e15dec9,Megara,Liberated One,normal,2024-05-17,5,True,Emerald,"Ward (Opponents can't choose this character except to challenge.)
PEOPLE ALWAYS DO CRAZY THINGS Whenever you play a character named Hercules, you may ready this character.",,4.0,4.0,2.0,Uncommon,80,en,,549622.0
crd_ca58ca94b74e4df8983b1eaecff999a3,Pain,Immortal Sidekick,normal,2024-05-17,3,True,Emerald,,,2.0,4.0,2.0,Uncommon,81,en,"""We totally took care of that thing you told us to do and definitely did not spend the day in Thebes ticketing chariots and stealing people's laundry.""",550578.0
crd_3b8a6e3644374d98828747b29622e053,Panic,Immortal Sidekick,normal,2024-05-17,4,True,Emerald,"REPORTING FOR DUTY While this character is exerted, if you have a character named Pain in play, your Villain characters can't be challenged.",,3.0,3.0,2.0,Uncommon,82,en,"""We absolutely took care of that thing, boss. No problems, just great.""",550579.0
crd_618b8dca0fe24706aae51c2c75736dd9,Pegasus,Cloud Racer,normal,2024-05-17,5,True,Emerald,"Shift 3 (You may pay 3 {I} to play this on top of one of your characters named Pegasus.)
Evasive (Only characters with Evasive can challenge this character.)
HOP ON! When you play this character, if you used Shift to play him, your characters gain Evasive until the start of your next turn.",,3.0,3.0,2.0,Uncommon,83,en,,549387.0
crd_e7fa7e2b66a6410b9baafd7d7e46f119,Pegasus,Gift for Hercules,normal,2024-05-17,1,True,Emerald,Evasive (Only characters with Evasive can challenge this character.),,1.0,1.0,1.0,Common,84,en,"""His name is Pegasus. And he's all yours....""
–Zeus",545401.0
crd_07556ab263e64b3e816e9b094893b497,Pete,Born to Cheat,normal,2024-05-17,2,False,Emerald,"I CLOBBER YOU! Whenever this character quests while he has 5 {S} or more, return chosen character with 2 {S} or less to their player's hand.",,2.0,3.0,1.0,Super_rare,85,en,,550580.0
crd_e99a28536b8c4a7e98db8ee70e564fba,Pete,Rotten Guy,normal,2024-05-17,4,True,Emerald,,,1.0,5.0,2.0,Uncommon,86,en,"Minnie: ""This is an outrage!""
Pete: ""No. It's my nefarious plan to steal the throne.""",549516.0
crd_c7b6cf4db56e43acae3ec918308dc672,Prince Phillip,Vanquisher of Foes,normal,2024-05-17,9,True,Emerald,"Shift 6 (You may pay 6 {I} to play this on top of one of your characters named Prince Phillip.)
Evasive (Only characters with Evasive can challenge this character.)
SWIFT AND SURE When you play this character, banish all opposing damaged characters.",,6.0,6.0,3.0,Super_rare,87,en,,550581.0
crd_79e2d6da18c84548bfc363e1aea10da1,Prince Phillip,Warden of the Woods,normal,2024-05-17,4,False,Emerald,SHINING BEACON Your other Hero characters gain Ward. (Opponents can't choose them except to challenge.),,3.0,4.0,2.0,Rare,88,en,He stands ready to protect his friends from any threat.,548550.0
crd_cd05e8e7bb5c434cba3487e6f2aaf7ed,The Fates,Only One Eye,normal,2024-05-17,1,True,Emerald,"ALL WILL BE SEEN When you play this character, look at the top card of each opponent's deck.",,2.0,1.0,1.0,Common,89,en,"""We know everything."" 
– Lachesis",550582.0
crd_12e044565cad4dea9a798105ec0df2f2,The Muses,Proclaimers of Heroes,normal,2024-05-17,4,True,Emerald,"Ward (Opponents can't choose this character except to challenge.)
THE GOSPEL TRUTH Whenever you play a song, you may return chosen character with 2 {S} or less to their player's hand.",,2.0,4.0,1.0,Rare,90,en,,547727.0
crd_da27f6ea33754e3990af2592197c8c35,Tor,Florist,normal,2024-05-17,5,True,Emerald,,,4.0,7.0,1.0,Common,91,en,"They say that his arrangements are exquisite,
His composites and bouquets are so divine.
But when the crowds try to come and visit,
There's always quite a fight to form a line.",547775.0
crd_6c8b36633fae4e9c9106e63af43934eb,Zeus,Mr. Lightning Bolts,normal,2024-05-17,3,True,Emerald,"TARGET PRACTICE Whenever this character challenges another character, he gets +{S} equal to the {S} of chosen character this turn.",,0.0,5.0,2.0,Super_rare,92,en,"""Ha! Now watch your old man work!""",550583.0
crd_d02ae657899e4523a0db31c20bdb03e9,Dodge!,,normal,2024-05-17,2,True,Emerald,Chosen character gains Ward and Evasive until the start of your next turn. (Opponents can't choose them except to challenge. Only characters with Evasive can challenge them.),,,,,Common,93,en,"""Missed me, you doggone bully!""",550584.0
crd_afc3862d2be34a6893a1d99cef9c90e6,Make the Potion,,normal,2024-05-17,2,False,Emerald,"Choose one:
• Banish chosen item.
• Deal 2 damage to chosen damaged character.",,,,,Common,94,en,,550585.0
crd_dbd4475720c8479481050b2ba6ef3c5a,Under the Sea,,normal,2024-05-17,8,False,Emerald,"Sing Together 8 (Any number of your or your teammates' characters with total cost 8 or more may {E} to sing this song for free.)
Put all opposing characters with 2 {S} or less on the bottom of their players' decks in any order.",,,,,Rare,95,en,Such wonderful things surround you,547844.0
crd_ab7661f7212743ee9509dc6f2546baa6,Ursula’s Trickery,,normal,2024-05-17,1,False,Emerald,"Each opponent may choose and discard a card. For each opponent who doesn't, you draw a card.",,,,,Uncommon,96,en,"""How dare you double-cross me!"" Ursula shouted, lunging at the other glimmer.",550586.0
crd_57e2c4722d1b4d5c96a196415c1ca434,We Don’t Talk About Bruno,,normal,2024-05-17,5,True,Emerald,"(A character with cost 5 or more can {E} to sing this song for free.)
Return chosen character to their player's hand, then that player discards a card at random.",,,,,Rare,97,en,Your fate is sealed when your prophecy is read!,546891.0
crd_8bea9b8848964337b64e2ceed5c41302,Hidden Inkcaster,,normal,2024-05-17,2,False,Emerald,"FRESH INK When you play this item, draw a card.
UNEXPECTED TREASURE All cards in your hand count as having {IW}.",,,,,Common,98,en,"""It looks like it's been here forever.""
-Flounder",549437.0
crd_03e583258e944837bd3b9f4772c45f8c,Signed Contract,,normal,2024-05-17,2,True,Emerald,"FINE PRINT Whenever an opponent plays a song, you may draw a card.",,,,,Uncommon,99,en,"""I would love to help you, of course, but there's the little matter of the contract ..."" -Ursula",547679.0
crd_58f8144b0f884b70a2a6b946ba8377cd,Vision Slab,,normal,2024-05-17,3,True,Emerald,"DANGER REVEALED At the start of your turn, if an opposing character has damage, gain 1 lore.
TRAPPED! Damage counters can't be removed.",,,,,Uncommon,100,en,"""Tio Bruno! What's happening to him? We have to help!""
—Mirabel",548196.0
crd_765e58c338aa4f4aa667d89198ec741b,Hidden Cove,Tranquil Haven,landscape,2024-05-17,1,True,Emerald,REVITALIZING WATERS Characters get +1 {S} and +1 {W} while here.,1.0,,6.0,,Common,101,en,"""Flounder, this is perfect! I can't wait to explore it.""
-Ariel",550587.0
crd_5b7970f5f54d4311882227c856ac28ac,Ursula’s Garden,Full of the Unfortunate,landscape,2024-05-17,4,True,Emerald,"ABANDON HOPE While you have an exerted character here, opposing characters get -1 {L}.",2.0,,7.0,1.0,Rare,102,en,,547688.0
crd_c3acd1c879e645779501109c65580c93,Beast,Wounded,normal,2024-05-17,3,True,Ruby,THAT HURTS! This character enters play with 4 damage.,,2.0,6.0,2.0,Uncommon,103,en,It wasn't the severity of the wounds but the sickly substance that caused such unbearable pain.,550588.0
crd_35af1bfc231746a3914e8e02bb3b8afa,Benja,Bold Uniter,normal,2024-05-17,4,True,Ruby,,,5.0,3.0,1.0,Common,104,en,"""We must work together to heal the entangled.""",550589.0
crd_8fe17bb9974247b18e4180d4e4df3ab0,Fa Zhou,Mulan's Father,normal,2024-05-17,2,True,Ruby,"WAR INJURY This character can't challenge.
HEAD OF THE HOUSEHOLD {E} — Ready chosen character named Mulan. She can't quest for the rest of this turn.",,0.0,4.0,1.0,Common,105,en,"""I'm ready to serve the Emperor.""",550590.0
crd_7cdbe543d7e447a6a84144d85870b3b9,Flynn Rider,Frenemy,normal,2024-05-17,2,True,Ruby,"NARROW ADVANTAGE At the start of your turn, if you have a character in play with more {S} than each opposing character, gain 3 lore.",,2.0,2.0,1.0,Super_rare,106,en,"""You guys look busy—I'll just keep an eye on this lore for you.""",550591.0
crd_2079d6704f3a4822be89fffeb6ed32dd,Goofy,Super Goof,normal,2024-05-17,4,True,Ruby,"Rush (This character can challenge the turn they're played.)
SUPER PEANUT POWERS Whenever this character challenges another character, gain 2 lore.",,2.0,4.0,1.0,Rare,107,en,Never underestimate the power of a Goof.,543912.0
crd_606b261078744cc8819ce42293651b88,Hercules,Clumsy Kid,normal,2024-05-17,3,False,Ruby,Rush (This character can challenge the turn they're played.),,3.0,3.0,1.0,Common,108,en,"""Nice catch, Jerkules.""
–Village boy",547702.0
crd_90c1d84c1ab7490897021c0eb19f781c,Hercules,Daring Demigod,normal,2024-05-17,5,False,Ruby,"Rush (This character can challenge the turn they're played.)
Reckless (This character can't quest and must challenge each turn if able.)",,7.0,3.0,0.0,Uncommon,109,en,,550592.0
crd_de5bf1478737423d8469d662e40a89d0,Khan,Beloved Steed,normal,2024-05-17,2,True,Ruby,,,3.0,2.0,1.0,Uncommon,110,en,"As silent as a shadow and faster than the wind: brave Khan, the mightiest stallion.",547780.0
crd_bbec90ced5704bd6b427c55fcfc0e3bf,Li Shang,General’s Son,normal,2024-05-17,1,True,Ruby,,,2.0,2.0,1.0,Common,111,en,"His training was unsurpassed, but it was his courage that would see him through this fight.",550593.0
crd_4a59e793877041acaa1b8bf5543d85b0,Li Shang,Valorous General,normal,2024-05-17,3,True,Ruby,"Shift: Discard a character card (You may discard a character card to play this on top of one of your characters named Li Shang.)
LEAD THE CHARGE Your characters with 4 {S} or more get +1 {L}.",,3.0,2.0,1.0,Uncommon,112,en,,547766.0
crd_d9c43964a9e84935940c0e01e52a7e6b,Lumiere,Fiery Friend,normal,2024-05-17,2,True,Ruby,FERVENT ADDRESS Your other characters get +1 {S}.,,2.0,2.0,1.0,Rare,113,en,"""The invaders are at our gates, mes amis! It's time to show them what we're made of.""",549541.0
crd_d716dab053a54d448c9544db720aa77c,Mulan,Elite Archer,normal,2024-05-17,6,True,Ruby,"Shift 5 (You may pay 5 {I} to play this on top of one of your characters named Mulan.)
STRAIGHT SHOOTER When you play this character, if you used Shift to play her, she gets +3 {S} this turn.
TRIPLE SHOT During your turn, whenever this character deals damage to another character in a challenge, deal the same amount of damage to up to 2 other chosen characters.",,2.0,6.0,2.0,Legendary,114,en,,543903.0
crd_263c69baf83347208e5cd76863a4afd9,Mulan,Enemy of Entanglement,normal,2024-05-17,2,True,Ruby,"TIME TO SHINE Whenever you play an action, this character gets +2 {S} this turn.",,1.0,3.0,1.0,Uncommon,115,en,"Ursula's messengers fled, leaving behind tendrils of dark ink.",547645.0
crd_3ef4ed482d774066a82884d9424efe5c,Mulan,Injured Soldier,normal,2024-05-17,1,True,Ruby,BATTLE WOUND This character enters play with 2 damage.,,2.0,3.0,1.0,Common,116,en,She'll never give up.,550594.0
crd_5c2aaf063d1f46c89b17dae93940f47c,Namaari,Heir of Fang,normal,2024-05-17,3,False,Ruby,"TWO-WEAPON FIGHTING During your turn, whenever this character deals damage to another character in a challenge, you may deal the same amount of damage to another chosen character.",,2.0,3.0,1.0,Rare,117,en,,549460.0
crd_8ae1e6ad39e04645b85489774efd1418,Nessus,River Guardian,normal,2024-05-17,6,True,Ruby,,,7.0,5.0,2.0,Uncommon,118,en,He sent the eels away when they came with the sea witch's offer. He didn't need her help making trouble.,550595.0
crd_eb12e8151688469f9b259778c64812ca,Noi,Acrobatic Baby,normal,2024-05-17,4,True,Ruby,"FANCY FOOTWORK Whenever you play an action, this character takes no damage from challenges this turn.",,4.0,4.0,1.0,Super_rare,119,en,Fortune favors the bold—no matter how small.,550596.0
crd_42751c368c5545afbfc23be49ae65519,Pegasus,Flying Steed,normal,2024-05-17,2,True,Ruby,Evasive (Only characters with Evasive can challenge this character.),,3.0,1.0,1.0,Common,120,en,"""It zigs, it zags, what else do you need?""
-Phil",550597.0
crd_e79d0ba09f4342b5a7a3ffe96ebef508,Raya,Fierce Protector,normal,2024-05-17,3,True,Ruby,"DON'T CROSS ME Whenever this character challenges another character, gain 1 lore for each other damaged character you have in play.",,3.0,3.0,1.0,Super_rare,121,en,"""You're gonna fight an entire army?""
–Sisu",550598.0
crd_37a7ae2b078b415aab3dff267ca8c86d,Raya,Guardian of the Dragon Gem,normal,2024-05-17,4,True,Ruby,"WE HAVE TO COME TOGETHER When you play this character, ready chosen character of yours at a location. They can't quest for the rest of this turn.",,3.0,3.0,2.0,Common,122,en,"""There are too many for me. But not for us.""",550599.0
crd_2224596386434e1cafa9972b63cdf6e1,Sisu,Daring Visitor,normal,2024-05-17,3,False,Ruby,"Evasive (Only characters with Evasive can challenge this character.)
BRING ON THE HEAT! When you play this character, banish chosen opposing character with 1 {S} or less.",,1.0,1.0,1.0,Uncommon,123,en,"""Come on—what's the worst that can happen?""",550600.0
crd_36f13b7802ed494fa436673cf2a765ea,Sisu,Emboldened Warrior,normal,2024-05-17,3,True,Ruby,SURGE OF POWER This character gets +1 {S} for each card in opponents' hands.,,1.0,4.0,2.0,Rare,124,en,Sometimes the only way to fight the unimaginable is with the incredible.,547778.0
crd_1f7b39db813d495ea2aebf5c8e7ddcbe,Sisu,Empowered Sibling,normal,2024-05-17,8,False,Ruby,"Shift 6 (You may pay 6 {I} to play this on top of one of your characters named Sisu.)
I GOT THIS! When you play this character, banish all opposing characters with 2 {S} or less.",,5.0,4.0,3.0,Legendary,125,en,,550601.0
crd_bf643690c507479592f493f27a9dfeb2,Tong,Survivor,normal,2024-05-17,4,False,Ruby,Reckless (This character can't quest and must challenge each turn if able.),,3.0,6.0,0.0,Common,126,en,"""I too wish to join this fellowship of Druun butt-kickery.""",550602.0
crd_b90a24aba39e4054897969f472657dc9,Tuk Tuk,Lively Partner,normal,2024-05-17,3,True,Ruby,"Evasive (Only characters with Evasive can challenge this character.)
ON A ROLL When you play this character, you may move him and one of your other characters to the same location for free. The other character gets +2 {S} this turn.",,2.0,3.0,1.0,Rare,127,en,,549619.0
crd_2853060e0d9f479aaf19095e11706ae8,A Pirate’s Life,,normal,2024-05-17,6,True,Ruby,"Sing Together 6 (Any number of your or your teammates' characters with total cost 6 or more may {E} to sing this song for free.)
Each opponent loses 2 lore. You gain 2 lore.",,,,,Uncommon,128,en,"Give me a career
As a buccaneer",547843.0
crd_40dfc709e42242c8bf1a905735708345,Be King Undisputed,,normal,2024-05-17,4,False,Ruby,"(A character with cost 4 or more can {E} to sing this song for free.)
Each opponent chooses and banishes one of their characters.",,,,,Rare,129,en,"Respected, saluted",547769.0
crd_be06b6df39cd46c2a192ae1be15fb42c,Brawl,,normal,2024-05-17,3,True,Ruby,Banish chosen character with 2 {S} or less.,,,,,Common,130,en,There are two ways to leave the Snuggly Duckling — the door or the window.,547776.0
crd_32f858adfcc74249b32a879235f871c1,Imperial Proclamation,,normal,2024-05-17,1,True,Ruby,"CALL TO THE FRONT Whenever one of your characters challenges another character, you pay 1 {I} less for the next character you play this turn.",,,,,Rare,131,en,"""By order of the Emperor, one man from every family must serve in the Imperial Army.""
—Chi Fu",548191.0
crd_26599f04c2b242a194da9d9207b944b4,Medallion Weights,,normal,2024-05-17,2,True,Ruby,"DISCIPLINE AND STRENGTH {E}, 2 {I} — Chosen character gets +2 {S} this turn. Whenever they challenge another character this turn, you may draw a card.",,,,,Uncommon,132,en,,549430.0
crd_20286eaca8e44e0c8527a00bf07be1c7,The Plank,,normal,2024-05-17,3,False,Ruby,"WALK! 2 {I}, Banish this item – Choose one:
• Banish chosen Hero character.
• Ready chosen Villain character. They can't quest for the rest of this turn.",,,,,Common,133,en,It's a once-in-a-lifetime view.,550603.0
crd_0377cc62eb6044bc808843bbcd39eb48,Vitalisphere,,normal,2024-05-17,1,True,Ruby,"EXTRACT OF RUBY 1 {I}, Banish this item — Chosen character gains Rush and gets +2 {S} this turn. (They can challenge the turn they're played.)",,,,,Common,134,en,,548393.0
crd_af45f5f03d0944e79c47f0375cc9597a,Snuggly Duckling,Disreputable Pub,landscape,2024-05-17,2,True,Ruby,"ROUTINE RUCKUS Whenever a character with 3 {S} or more challenges another character while here, gain 1 lore. If the challenging character has 6 {S} or more, gain 3 lore instead.",2.0,,9.0,,Rare,135,en,,547777.0
crd_ed931c16cb0142469bd6f7571576d61a,Training Grounds,Impossible Pillar,landscape,2024-05-17,1,True,Ruby,STRENGTH OF MIND 1 {I} — Chosen character here gets +1 {S} this turn.,1.0,,5.0,,Common,136,en,,550604.0
crd_323c71c954624f77820944871a8100bd,Anna,Braving the Storm,normal,2024-05-17,2,True,Sapphire,"I WAS BORN READY If you have another Hero character in play, this character gets +1 {L}.",,1.0,4.0,1.0,Common,137,en,"After talking to Olaf, Anna marched into the unexpected storm to save Kristoff.",543913.0
crd_03719aa382e14078a9b8a9c35946e850,Anna,True-Hearted,normal,2024-05-17,4,True,Sapphire,"LET ME HELP YOU Whenever this character quests, your other Hero characters get +1 {L} this turn.",,2.0,4.0,2.0,Super_rare,138,en,Make sure you know what's truly important and be willing to fight for it.,550517.0
crd_268651d4999a481faa22b6598a4dea0c,Ariel,Treasure Collector,normal,2024-05-17,6,False,Sapphire,"Ward (Opponents can't choose this character except to challenge.)
THE GIRL WHO HAS EVERYTHING While you have more items in play than each opponent, this character gets +2 {L}.",,3.0,4.0,3.0,Super_rare,139,en,,549440.0
crd_f6e236483db94d5cbd74ec3d0c69f685,Aurora,Lore Guardian,normal,2024-05-17,4,True,Sapphire,"Shift 2 (You may pay 2 {I} to play this on top of one of your characters named Aurora.)
PRESERVER Opponents can't choose your items for abilities or effects.
ROYAL INVENTORY {E} one of your items — Look at the top card of your deck and put it on either the top or the bottom of your deck.",,3.0,3.0,2.0,Super_rare,140,en,,550605.0
crd_4b28e79eba2d4d97bfcad188fd8db943,Aurora,Tranquil Princess,normal,2024-05-17,2,True,Sapphire,Ward (Opponents can't choose this character except to challenge.),,1.0,3.0,1.0,Common,141,en,Her music fills the Illuminary's gardens with joy and light.,550524.0
crd_0e74340fa12045cb9bdb4824d72f2ad3,Dang Hu,Talon Chief,normal,2024-05-17,5,True,Sapphire,"YOU BETTER TALK FAST Your other Villain characters gain Support. (Whenever they quest, you may add their {S} to another chosen character's {S} this turn.)",,3.0,5.0,2.0,Rare,142,en,You can find villainy in the most unexpected places.,549247.0
crd_b792d79485f44ddd8d1fb20b25cb19a3,Fa Li,Mulan’s Mother,normal,2024-05-17,1,True,Sapphire,,,1.0,3.0,1.0,Common,143,en,"When far from home, Mulan often thinks of her calming presence.",549527.0
crd_e5268062a91d46d1b89bd272a3f8c043,Flounder,Collector’s Companion,normal,2024-05-17,3,True,Sapphire,"Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)
I'M NOT A GUPPY If you have a character named Ariel in play, you pay 1 {I} less to play this character.",,2.0,2.0,2.0,Uncommon,144,en,"""Ariel, Ariel! You won't believe what I found!""",547687.0
crd_d555fad606ee4b13b0493364de8c4cda,Hades,Meticulous Plotter,normal,2024-05-17,4,True,Sapphire,,,3.0,6.0,1.0,Uncommon,145,en,"""On this cute little plot Ursula tentacles are sold a mile away. That sneaky sea witch… Wait! I can use this thing. While you keep those hateful Illumineers busy, I can carry out my plan.""",550606.0
crd_9b50f321f3a44275b82b5e49b6766c7c,Hans,Noble Scoundrel,normal,2024-05-17,3,True,Sapphire,"ROYAL SCHEMES When you play this character, if a Princess or Queen character is in play, gain 1 lore.",,3.0,2.0,2.0,Common,146,en,Hans was confident he could bring Anna to Ursula-all he needed was something of Kristoff's to lure her in.,543914.0
crd_162d0aec8da44e1d88e84982dd524156,Iduna,Caring Mother,normal,2024-05-17,4,True,Sapphire,"ENDURING LOVE When this character is banished, you may put this card into your inkwell facedown and exerted.",,3.0,3.0,1.0,Uncommon,147,en,"""Come my darling, homeward bound
When all is lost, then all is found.""",550607.0
crd_08cbc914c0634bae8d6932b81f7bcdcb,John Silver,Terror of the Realm,normal,2024-05-17,8,True,Sapphire,,,8.0,8.0,3.0,Rare,148,en,"""There are strange things on the edge of the map: sea witches, entangled glimmers, and so on. I'll stick with my ship, thank you very much.""",550608.0
crd_f4f749bc095641e1b953b1784a6efa51,Olaf,Carrot Enthusiast,normal,2024-05-17,3,True,Sapphire,"Shift: Discard an item card (You may discard an item card to play this on top of one of your characters named Olaf.)
CARROTS ALL AROUND! Whenever he quests, each of your other characters gets +{S} equal to this character's {S} this turn.",,1.0,4.0,2.0,Uncommon,149,en,,547767.0
crd_d7ce71c1b8814223bb8f1d9ed75cdfb6,Olaf,Trusting Companion,normal,2024-05-17,1,True,Sapphire,"Support (Whenever this character quests, you may add their {S} to another chosen character's {S} this turn.)",,1.0,2.0,1.0,Common,150,en,"""Isn't this Kristoff's hat? If he went this way, he'll be caught in that storm!""",550609.0
